
 Lista de Imóveis da Caixa;;Data de geração:;10/06/2024;;;;;;;
 8555507430150 ;SP ;PORTO FERREIRA ;JARDIM VYTORIA ;RUA MARIA SERAPHINA PERIPATO TOFOLI, N. 80, LT 08 QD J ;214.000,00;214.000,00;0.00;Casa, 0.00 de área total, 69.23 de área privativa, 257.92 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555507430150
 1444407602618 ;SP ;POTIRENDABA ;JD ECOLOGICO POTIREN ;RUA VICENTE CAMERAO, N. SN, LT 22, QD 366 ;140.077,38;132.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 254.63 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407602618
 10148893 ;SP ;PRADOPOLIS ;DISTRITO INDUSTRIAL ;RUA JOÃO BONISSONI, N. 2328, QD 08, LT 08 ;937.300,00;1.442.000,00;35.00;Galpão, 0.00 de área total, 886.63 de área privativa, 1972.10 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10148893
 1444414919397 ;SP ;PRAIA GRANDE ;BALNEARIO IPANEMA MIRIM ;AVENIDA VITOR MEIRELLES, N. 237, CS03 ;110.426,50;185.000,00;40.31;Casa, 0.00 de área total, 37.10 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414919397
 1444414919400 ;SP ;PRAIA GRANDE ;PARQUE DAS AMERICAS ;AVENIDA  VITOR MEIRELLES, N. 237, CS 02 ;102.952,27;171.587,12;40.00;Casa, 37.79 de área total, 37.10 de área privativa, 72.36 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414919400
 1444417949521 ;SP ;PRAIA GRANDE ;VILA SONIA ;RUA OLGA DE ALMEIDA MACHADO, N. 850, Apto 14, 1 ANDAR BLOCO 05 ;87.210,00;135.000,00;35.40;Apartamento, 0.00 de área total, 46.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417949521
 1444416123042 ;SP ;PRAIA GRANDE ;CAICARA ;RUA SAO DOMINGOS, N. 244, CS 03 ;171.190,00;265.000,00;35.40;Casa, 70.31 de área total, 62.79 de área privativa, 73.48 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416123042
 1444417020565 ;SP ;PRAIA GRANDE ;MELVI ;AVENIDA PROFESSORA HELENY ROSA, N. 238, CS 04 ;169.723,58;262.730,00;35.40;Casa, 54.92 de área total, 47.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417020565
 1444413893700 ;SP ;PRAIA GRANDE ;NOVA MIRIM ;AVENIDA SANTO ANTONIO DE PADUA, N. 573, LT17 QDJ ;155.040,00;240.000,00;35.40;Casa, 63.12 de área total, 63.12 de área privativa, 49.38 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413893700
 1444412262730 ;SP ;PRAIA GRANDE ;SITIO DO CAMPO ;RUA ADILSON WLADIMIR CASSUCCIO N 172 CASA N 07  CO, N. 172, CS 07 ;197.400,00;282.000,00;30.00;Casa, 0.00 de área total, 54.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444412262730
 8444408329964 ;SP ;PRAIA GRANDE ;CANTO DO FORTE ;RUA RUA ALMIRANTE BARROSO, N. 411, Apto 4, BL C TERREO ;165.000,00;220.000,00;25.00;Apartamento, 0.00 de área total, 51.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408329964
 1444401321773 ;SP ;PRAIA GRANDE ;GUILHERMINA ;RUA  RUA GUARATUBA, N. 86, Apto 34, ED MATA ATLANTICA ;149.250,00;199.000,00;25.00;Apartamento, 0.00 de área total, 52.21 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401321773
 8444422390845 ;SP ;PRAIA GRANDE ;VILA SONIA ;RUA R PEDRO ARNALDO PEREIRA, N. 506, CS 04 ;165.000,00;220.000,00;25.00;Casa, 0.00 de área total, 50.15 de área privativa, 63.21 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422390845
 8444423420403 ;SP ;PRAIA GRANDE ;ESMERALDA ;RUA  MENOTTI DEL PICCHIA, N. 1597, CS 04 ;157.500,00;210.000,00;25.00;Casa, 8.44 de área total, 51.27 de área privativa, 50.52 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423420403
 1555527916298 ;SP ;PRAIA GRANDE ;OCIAN ;RUA  MONTEIRO LOBATO, N. 201, Apto 1624, TORRE 1 ;278.250,00;371.000,00;25.00;Apartamento, 107.85 de área total, 60.63 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527916298
 1444416985028 ;SP ;PRAIA GRANDE ;BOQUEIRAO ;RUA EMANCIPADOR PAULO FEFIN NUMERO 219 APARTAMENTO, N. 219, Apto 11 ;228.000,00;285.000,00;20.00;Apartamento, 0.00 de área total, 78.75 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416985028
 1444418757669 ;SP ;PRAIA GRANDE ;TUPI ;RUA GUARANIS N 295 302, N. 295, Apto 302 ;260.000,00;325.000,00;20.00;Apartamento, 0.00 de área total, 81.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418757669
 1555531068808 ;SP ;PRAIA GRANDE ;MIRIM ;AVENIDA  PRESIDENTE CASTELO BRANCO, N. 9127, Apto 291,  BL F ;503.579,50;629.474,37;20.00;Apartamento, 156.70 de área total, 91.68 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531068808
 1444417616700 ;SP ;PRAIA GRANDE ;RIBEIROPOLIS ;RUA TAVARES BASTOS NUMERO 279 CASA 01, N. 279, CASA 01 ;240.000,00;300.000,00;20.00;Casa, 0.00 de área total, 75.29 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417616700
 1444415575403 ;SP ;PRAIA GRANDE ;TUPI ;RUA JAVAES NUMERO 303 APARTAMENTO 103 10 ANDAR, N. 303, Apto 103, 10  ANDAR OU PAVIMENTO DE COBERTURA ;522.000,00;580.000,00;10.00;Apartamento, 0.00 de área total, 104.09 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415575403
 8555511781019 ;SP ;PRAIA GRANDE ;CANTO DO FORTE ;RUA GENERAL LEITAO DE CARVALHO, N. 130, Apto 407, 4 PV BL 16 ;120.000,00;120.000,00;0.00;Apartamento, 0.00 de área total, 28.78 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555511781019
 1444412841110 ;SP ;PRAIA GRANDE ;SITIO DO CAMPO ;AVENIDA BENEDITO CALIXTO, N. 337, QUADRA 62 LOTE 9A ;253.000,00;253.000,00;0.00;Casa, 0.00 de área total, 60.35 de área privativa, 66.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444412841110
 8444420262017 ;SP ;PRAIA GRANDE ;SITIO DO CAMPO ;RUA SAID SAADEH, N. 212, CASA 3 ;278.000,00;278.000,00;0.00;Casa, 0.00 de área total, 51.97 de área privativa, 59.72 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420262017
 8444402518838 ;SP ;PRAIA GRANDE ;GUILHERMINA ;RUA AMERICA LATINA, N. 135, CASA ;207.858,58;207.858,58;0.00;Casa, 0.00 de área total, 56.22 de área privativa, 103.81 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402518838
 1444413055062 ;SP ;PRAIA GRANDE ;BOQUEIRAO ;RUA EMANCIPADOR PAULO FEFIN, N. 381, Apto 14, BL B ;325.000,00;325.000,00;0.00;Apartamento, 0.00 de área total, 61.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413055062
 8444419991019 ;SP ;PRAIA GRANDE ;GLORIA ;RUA MARLENE FIGUEROA, N. 390, QD 21 LT 18 CS 02 ;280.000,00;280.000,00;0.00;Casa, 0.00 de área total, 53.37 de área privativa, 456.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419991019
 8444425251110 ;SP ;PRAIA GRANDE ;VILA SONIA ;RUA OLGA DE ALMEIDA MACHADO, N. 184, CS 04 ;260.000,00;260.000,00;0.00;Casa, 0.00 de área total, 52.25 de área privativa, 59.72 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425251110
 8444403279705 ;SP ;PRAIA GRANDE ;AVIACAO ;RUA PEDRO ALVAREZ CABRAL, N. 236, Apto 55, 0 ;176.000,00;176.000,00;0.00;Apartamento, 0.00 de área total, 48.07 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403279705
 8444409989763 ;SP ;PRAIA GRANDE ;AVIACAO ;RUA JOAO RAMALHO, N. 1060, Apto 32, 0 ;192.000,00;192.000,00;0.00;Apartamento, 0.00 de área total, 34.05 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409989763
 8444425329403 ;SP ;PRAIA GRANDE ;JARDIM REAL ;RUA FRANCISCO ANTONIO DE ABREU, N. 299, Apto 2, 2 PAVIMENTO ;188.000,00;188.000,00;0.00;Apartamento, 0.00 de área total, 37.82 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425329403
 1444413024132 ;SP ;PRAIA GRANDE ;SAMAMBAIA ;AVENIDA PEDRO AMERICO, N. 890, CS 05, LOT PQ DAS AMERICAS ;235.000,00;235.000,00;0.00;Casa, 0.00 de área total, 46.53 de área privativa, 44.39 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413024132
 8444409836720 ;SP ;PRAIA GRANDE ;SAMAMBAIA ;RUA HEITOR VILALOBOS, N. 148, CS 04 ;185.000,00;185.000,00;0.00;Casa, 0.00 de área total, 39.73 de área privativa, 43.76 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409836720
 8444418501042 ;SP ;PRAIA GRANDE ;SAMAMBAIA ;AVENIDA ALMEIDA JUNIOR, N. 1164, CS 04 ;252.000,00;252.000,00;0.00;Casa, 0.00 de área total, 42.22 de área privativa, 42.22 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418501042
 8444419106392 ;SP ;PRAIA GRANDE ;SAMAMBAIA ;RUA DOS JEQUITIBAS, N. 232, CASA 04 ;247.000,00;247.000,00;0.00;Casa, 0.00 de área total, 53.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419106392
 8444422932494 ;SP ;PRAIA GRANDE ;SAMAMBAIA ;AVENIDA PAU BRASIL, N. 199, CASA 08 ;243.660,00;243.660,00;0.00;Casa, 0.00 de área total, 53.05 de área privativa, 61.57 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422932494
 1444403220591 ;SP ;PRAIA GRANDE ;CAICARA ;RUA ANTONIO REINALDO GONCALVES, N. 100, Apto 16, . ;212.000,00;212.000,00;0.00;Apartamento, 0.00 de área total, 44.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403220591
 1444413141597 ;SP ;PRAIA GRANDE ;CAICARA ;RUA DINO TOGNINI, N. 1265, Apto 2, CS 02  LT 02  QD 35 ;199.500,00;199.500,00;0.00;Casa, 0.00 de área total, 57.89 de área privativa, 105.56 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413141597
 8444423500202 ;SP ;PRAIA GRANDE ;CAICARA ;RUA CATARINA BANDIERA, N. 42, CS 02 ;237.000,00;237.000,00;0.00;Casa, 0.00 de área total, 40.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423500202
 1444416199880 ;SP ;PRAIA GRANDE ;MELVI ;AVENIDA WILSON DE OLIVEIRA, N. 1348, CS 03 ;287.000,00;287.000,00;0.00;Casa, 0.00 de área total, 56.12 de área privativa, 270.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416199880
 8444415572020 ;SP ;PRAIA GRANDE ;MELVI ;AVENIDA DOUTOR ANTONIO SYLVIO CUNHA BUENO, N. 1349, CASA 06 ;278.000,00;278.000,00;0.00;Casa, 0.00 de área total, 56.54 de área privativa, 308.64 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415572020
 8444417105143 ;SP ;PRAIA GRANDE ;MELVI ;AVENIDA MILENA PERUTICH, N. 749, CS 05 ;250.000,00;250.000,00;0.00;Casa, 0.00 de área total, 49.14 de área privativa, 50.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417105143
 8444421734338 ;SP ;PRAIA GRANDE ;MELVI ;AVENIDA BRIGADEIRO EDUARDO GOMES, N. 254, CS 04 ;198.655,89;198.655,89;0.00;Casa, 0.00 de área total, 46.83 de área privativa, 46.51 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421734338
 8444423032110 ;SP ;PRAIA GRANDE ;MELVI ;AVENIDA DOUTOR ANTONIO SYLVIO CUNHA BUENO, N. 1624, CASA 02 ;220.000,00;220.000,00;0.00;Casa, 0.00 de área total, 49.24 de área privativa, 39.64 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423032110
 1444402136104 ;SP ;PRAIA GRANDE ;FLORIDA ;RUA DAS TULIPAS, N. 158, LT 02  QD L ;680.000,00;680.000,00;0.00;Casa, 0.00 de área total, 140.85 de área privativa, 448.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402136104
 8444412762529 ;SP ;PRAIA GRANDE ;PARQUE DAS AMERICAS ;RUA JAIRO DE CAMARGO MARTINS, N. 50, CS 06 ;284.000,00;284.000,00;0.00;Casa, 0.00 de área total, 43.11 de área privativa, 300.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412762529
 8444426453230 ;SP ;PRAIA GRANDE ;PRINCESA ;RUA JULIETA AZEVEDO BONAVIDES, N. 306, CS 01 ;255.000,00;255.000,00;0.00;Casa, 0.00 de área total, 46.85 de área privativa, 51.04 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426453230
 8308600004242 ;SP ;PRAIA GRANDE ;JARDIM IMPERADOR ;AVENIDA PRESIDENTE KENNEDY, N. 15307, Apto 32, 3 PAVIMENTO ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 54.20 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8308600004242
 1444415158772 ;SP ;PRAIA GRANDE ;ESMERALDA ;RUA AFONSO DESCRAGNOLLE TAUNAY, N. 1716, CS 04 ;242.000,00;242.000,00;0.00;Casa, 0.00 de área total, 50.77 de área privativa, 50.52 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415158772
 8444421067846 ;SP ;PRAIA GRANDE ;ESMERALDA ;RUA AFONSO DESCRAGNOLLE TAUNAY, N. 1247, CS01 ;240.000,00;240.000,00;0.00;Casa, 0.00 de área total, 68.91 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421067846
 8444420168517 ;SP ;PRAIA GRANDE ;JARDIM TREVO ;AVENIDA OLIVEIRA LIMA, N. 399, CS 05, PAVIMENTO SUPERIOR ;210.000,00;210.000,00;0.00;Casa, 0.00 de área total, 49.59 de área privativa, 49.59 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420168517
 8444424117607 ;SP ;PRAIA GRANDE ;CIDADE DA CRIANCA ;RUA AGATA, N. 7, CS 01 ;254.000,00;254.000,00;0.00;Casa, 0.00 de área total, 57.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424117607
 10168507 ;SP ;PRAIA GRANDE ;TUPI ;RUA TUPÃ, N. 597, Apto 102, ESQUINA COM RUA TUPI, 10º ANDAR ;767.163,31;767.163,31;0.00;Apartamento, 0.00 de área total, 142.36 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10168507
 1444406746110 ;SP ;PRAIA GRANDE ;TUPI ;AVENIDA CAETES, N. 377, Apto 113, 0 ;230.000,00;230.000,00;0.00;Apartamento, 0.00 de área total, 38.09 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406746110
 1444416820924 ;SP ;PRAIA GRANDE ;TUPI ;RUA TAPAJOS, N. 196, Apto 64, 6 ANDAR ;284.000,00;284.000,00;0.00;Apartamento, 0.00 de área total, 69.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416820924
 8444418849014 ;SP ;PRAIA GRANDE ;TUPI ;AVENIDA PRESIDENTE CASTELO BRANCO, N. 6394, Apto 74 ;205.000,00;205.000,00;0.00;Apartamento, 0.00 de área total, 59.24 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418849014
 8444423950682 ;SP ;PRAIA GRANDE ;TUPI ;RUA RUBENS GONCALVES DE FREITAS, N. 183, CS 02 ;284.000,00;284.000,00;0.00;Casa, 0.00 de área total, 49.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423950682
 1444400214094 ;SP ;PRAIA GRANDE ;OCIAN ;RUA GUIMARAES ROSA, N. 206, Apto 65, 0 ;359.000,00;359.000,00;0.00;Apartamento, 0.00 de área total, 79.38 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400214094
